,university,career,inscription_date,first_name,last_name,gender,birth_date,age,location,email,postal_code
1146,universidad tecnológica nacional,contador público ,2020-12-18,nan,john wang,male,1951-07-02,71,barrio belgrano,jenniferguerra@gmail.com,4146
1147,universidad tecnológica nacional,ingeniería en informática,2020-10-30,nan,jessica williams,female,1989-11-07,32,cañada,schwartzjessica@gmail.com,4129
1148,universidad tecnológica nacional,licenciatura en sociología ,2020-10-09,nan,crystal scott,female,1927-06-08,95,calderon,mooredonna@gmail.com,8101
1149,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-07,nan,casey young,female,1959-07-26,63,ranelagh,morajay@yahoo.com,1886
1150,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-27,nan,kevin parker,male,2001-01-13,21,arbol verde,anthonyjillian@gmail.com,5715
1151,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-10-12,nan,theresa ortiz,female,1922-02-18,100,el abanico,stephensmichael@gmail.com,5429
1152,universidad tecnológica nacional,contador público ,2020-12-16,nan,evelyn odom,female,1996-05-21,26,general conesa,davischarles@yahoo.com,2907
1153,universidad tecnológica nacional,licenciatura en psicología,2020-09-26,nan,jennifer cross,female,1910-12-14,111,campo zavalla,elizabethchavez@hotmail.com,3045
1154,universidad tecnológica nacional,licenciatura en administración ,2020-12-06,nan,kyle jones,male,2007-09-11,14,acheral,lewisjohn@hotmail.com,4134
1155,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-13,nan,jason hunt,male,1997-10-23,24,gobernador duval,james03@hotmail.com,8336
1156,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-14,nan,laura jackson,female,1972-04-27,50,algarrobitos 1ro,seanstone@gmail.com,3150
1157,universidad tecnológica nacional,licenciatura en sociología ,2020-09-28,nan,theodore allen,male,1914-05-13,108,villa sauce,laura21@hotmail.com,6235
1158,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-14,nan,rhonda white,female,1938-11-20,83,estancia las isletas,jjohnson@yahoo.com,8148
1159,universidad tecnológica nacional,agronomía,2020-09-03,nan,vanessa gardner,female,1928-07-06,94,piamonte,amber33@yahoo.com,2529
1160,universidad tecnológica nacional,ciencias veterinarias,2021-01-31,nan,lisa torres,female,1913-08-23,109,la pastora,carolyn93@gmail.com,7001
1161,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-21,nan,steven butler,male,1957-01-22,65,barrio jardin luzuriaga,leahporter@hotmail.com,5513
1162,universidad tecnológica nacional,bioquímica,2020-09-09,nan,kimberly smith,female,1950-06-17,72,clason,pcallahan@gmail.com,2146
1163,universidad tecnológica nacional,ingeniería electrónica,2021-01-17,nan,dylan aguirre,male,1960-09-08,61,albigasta,bryanjason@gmail.com,4231
1164,universidad tecnológica nacional,ingeniería en informática,2021-01-26,nan,jesse rose,male,1991-05-28,31,san pedro de iruya,cgill@gmail.com,4633
1165,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-17,nan,travis schroeder,male,1939-01-17,83,la ines,nicholas72@gmail.com,6100
1166,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-16,nan,richard wilson,male,1972-12-12,49,oriente,gabbott@yahoo.com,7509
1167,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-06,nan,dustin hughes,male,1930-04-08,92,cacique ariacaiquin,coxkaren@gmail.com,3041
1168,universidad tecnológica nacional,actuario ,2020-10-07,nan,miss kara gilmore,female,1907-12-24,114,aldea beleiro,gpatel@gmail.com,9037
1169,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-03,nan,john henderson,male,1921-12-07,100,isidro casanova,eric73@hotmail.com,1765
1170,universidad tecnológica nacional,ingeniería electrónica,2020-09-12,nan,michael rojas,male,1985-03-15,37,alejandro petion,burchsteven@yahoo.com,1808
1171,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-02-01,nan,angela washington,female,1925-09-26,96,valle hondo,sarah14@gmail.com,9221
1172,universidad tecnológica nacional,medicina,2021-01-31,nan,mia briggs,female,1975-04-21,47,chamical,kbenton@gmail.com,5380
1173,universidad tecnológica nacional,licenciatura en sociología ,2020-09-05,nan,david bennett,male,1957-11-18,64,abra mayo,briggslisa@yahoo.com,4624
1174,universidad tecnológica nacional,licenciatura en artes,2020-09-30,nan,tamara chaney,female,1922-04-15,100,barrio parque leloir,gwalker@yahoo.com,1713
1175,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-28,nan,stephanie larsen,female,1906-10-06,115,avenida ejercito parana,martinezmarilyn@hotmail.com,3100
1176,universidad tecnológica nacional,técnico para bioterios ,2021-01-20,nan,james smith,male,1998-11-23,23,villa lynch,robert35@yahoo.com,1672
1177,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-22,nan,gary mack,male,2011-01-24,11,arroyo del cura,hollowayalejandro@hotmail.com,2821
1178,universidad tecnológica nacional,licenciatura en psicología,2020-12-11,nan,madison morales,female,1972-08-20,50,campo moises seccion 1a,stevencurtis@hotmail.com,6383
1179,universidad tecnológica nacional,arquitectura,2020-11-29,nan,patricia herrera,female,1934-01-25,88,colonia freitas,asteele@yahoo.com,3229
1180,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-02,nan,pamela obrien,female,1949-03-06,73,alto con zampa,eric38@yahoo.com,5594
1181,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-26,nan,jason glenn,male,2016-04-04,6,aeropuerto ezeiza,marvin63@gmail.com,1802
1182,universidad tecnológica nacional,arquitectura,2020-11-07,nan,alyssa camacho,female,1946-05-13,76,grutly,azimmerman@hotmail.com,3083
1183,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-04,nan,kelly harrington,female,1938-03-29,84,domselaar,kelly11@gmail.com,1984
1184,universidad tecnológica nacional,licenciatura en psicología,2020-09-13,nan,brianna jones,female,2004-09-07,17,alto huaco,fernandezrandy@yahoo.com,5463
1185,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-06,nan,katrina garcia,female,1959-10-29,62,barrio chapadmalal,barrymay@gmail.com,7605
1186,universidad tecnológica nacional,licenciatura en administración ,2020-12-21,nan,michelle nixon,female,1917-09-19,104,buena vista,tbarker@gmail.com,3226
1187,universidad tecnológica nacional,ingeniería en informática,2020-12-13,nan,nathan ingram,male,2011-10-20,10,aeropuerto ezeiza,cmeadows@yahoo.com,1802
1188,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-11,nan,erin brown,female,1951-09-18,70,la punta,barberthomas@yahoo.com,5710
1189,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-27,nan,anna reynolds,female,1961-03-08,61,la ribera,mallen@hotmail.com,5734
1190,universidad tecnológica nacional,técnico para bioterios ,2020-10-26,nan,tyrone schmidt,male,1941-04-07,81,allende,martinjade@gmail.com,3550
1191,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-21,nan,perry hale,male,2017-03-28,5,deferrari,leonmarshall@hotmail.com,7521
1192,universidad tecnológica nacional,ingeniería en informática,2020-10-13,nan,russell gonzales md,male,2008-02-28,14,campo la plata,nmartinez@yahoo.com,7623
1193,universidad tecnológica nacional,licenciatura en psicología,2020-11-03,nan,melissa schneider,female,1950-01-04,72,peyrano,eugene63@yahoo.com,2113
1194,universidad tecnológica nacional,licenciatura en ciencia política ,2020-11-19,nan,gregory davis,male,2021-06-10,1,agua grande,melissaosborne@hotmail.com,5340
1195,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-30,nan,leslie parker,female,1956-12-12,65,arroyo moreira,powersjamie@hotmail.com,3181
1196,universidad tecnológica nacional,licenciatura en artes,2021-01-24,nan,micheal henry,male,1929-05-31,93,alpachiri,fscott@hotmail.com,4149
1197,universidad tecnológica nacional,licenciatura en administración ,2020-12-30,nan,phillip tucker,male,1918-11-27,103,campo de mayo,ronaldmelendez@gmail.com,1659
1198,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-06,nan,nancy ellis,female,1978-10-11,43,el medano,csmith@gmail.com,5263
1199,universidad tecnológica nacional,agronomía,2020-10-11,nan,william burch,male,1910-09-06,111,arenales,nicole31@hotmail.com,5539
1200,universidad tecnológica nacional,licenciatura en psicología,2021-01-06,nan,sharon riley,female,1982-10-27,39,aldecon,william68@hotmail.com,7406
1201,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-09,nan,wendy chan,female,1992-05-13,30,d orbigny,zsmith@yahoo.com,7541
1202,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,nan,jeremy hamilton,male,2002-03-08,20,aguada del loro,anthony11@gmail.com,8520
1203,universidad tecnológica nacional,licenciatura en ciencia política ,2020-11-29,nan,mr. ryan powell,male,2002-11-27,19,chañarcito,patriciaroberts@yahoo.com,4707
1204,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-09,nan,carmen clarke,female,1981-09-21,40,cañada de las ovejas,josewilliams@yahoo.com,3267
1205,universidad tecnológica nacional,ciencias veterinarias,2020-12-31,nan,brett clark,male,1935-12-14,86,ingenio la providencia,phylliscohen@hotmail.com,4145
1206,universidad tecnológica nacional,agronomía,2020-10-11,nan,scott turner,male,1906-01-14,116,balneario oceano,amybanks@hotmail.com,7511
1207,universidad tecnológica nacional,ingeniería en informática,2020-11-16,nan,terri forbes,female,1967-11-07,54,colonia bella vista,mendezmatthew@gmail.com,5735
1208,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-06,nan,patricia cooper,female,1995-11-20,26,arroyo pelon,jennifermiller@hotmail.com,3401
1209,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-10-27,nan,nathan franklin,male,1982-03-21,40,calera argentina,jay86@gmail.com,5759
1210,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-01,nan,jasmine mejia,female,1979-06-04,43,colonia la gaviota,psingh@yahoo.com,6354
1211,universidad tecnológica nacional,arquitectura,2020-09-20,nan,alexander taylor,male,2004-09-08,17,colonia cello,joneschristopher@gmail.com,2405
1212,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-11-03,nan,roy simon,male,1916-01-09,106,fortin irene,cobbkathryn@hotmail.com,7316
1213,universidad tecnológica nacional,medicina,2020-09-14,nan,darlene juarez,female,2015-09-16,6,san justo,umckenzie@gmail.com,1754
1214,universidad tecnológica nacional,licenciatura en sociología ,2021-01-30,nan,raymond hart,male,1988-11-17,33,arroyo hondo,jennifer74@gmail.com,3190
1215,universidad tecnológica nacional,licenciatura en administración ,2020-11-18,nan,lydia warner,female,1977-03-10,45,abel,rebeccapierce@gmail.com,6450
1216,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-03,nan,madison chandler,female,1963-09-02,58,beccar,tami95@gmail.com,1643
1217,universidad tecnológica nacional,licenciatura en psicología,2020-11-05,nan,jasmine lewis,female,1932-03-01,90,9 de julio,thomas28@yahoo.com,3445
1218,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-10-30,nan,tracy sanford,female,1921-06-16,101,el durazno,bartlettmorgan@yahoo.com,1735
1219,universidad tecnológica nacional,licenciatura en ciencia política ,2021-01-26,nan,kevin mills,male,1909-06-15,113,grutly,cannontimothy@gmail.com,3083
1220,universidad tecnológica nacional,ciencias veterinarias,2020-12-18,nan,angela blair,female,1940-06-10,82,ataliva,lisa40@yahoo.com,2307
1221,universidad tecnológica nacional,licenciatura en administración ,2020-12-15,nan,melanie barrera,female,2002-11-05,19,kilometro 184,tkirby@yahoo.com,3620
1222,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-09,nan,kristin brennan,female,2011-07-19,11,aldea chaleco,janejohnson@hotmail.com,3116
1223,universidad tecnológica nacional,licenciatura en artes,2021-01-02,nan,brad rich ii,male,2019-10-21,2,colonia la negra,brittneyturner@yahoo.com,3054
1224,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021-01-03,nan,tasha morris,female,1918-05-18,104,bathurst estacion,hnguyen@hotmail.com,7540
1225,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-08,nan,jill king,female,1926-05-21,96,barrio el tontal,conniecole@gmail.com,5401
1226,universidad tecnológica nacional,ciencias veterinarias,2020-12-08,nan,rachel valenzuela,female,1989-07-07,33,banda florida,langthomas@yahoo.com,5351
1227,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-15,nan,gregory cuevas,male,1970-12-22,51,avia terai,rpeck@gmail.com,3706
1228,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021-01-10,nan,rebecca green,female,1964-08-24,58,angel gallardo,tdiaz@hotmail.com,3014
1229,universidad tecnológica nacional,farmacia,2020-09-07,nan,eric hull,male,1937-10-04,84,condarco,ahumphrey@hotmail.com,6233
1230,universidad tecnológica nacional,farmacia,2020-11-03,nan,james lucas,male,2009-05-16,13,arroyo magdalena,edwin48@yahoo.com,3317
1231,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-14,nan,roberto mathews,male,1910-08-17,112,el molle,kennedymichael@yahoo.com,5350
1232,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-09-20,nan,lindsey bender,female,1984-09-12,37,avena,david53@yahoo.com,2449
1233,universidad tecnológica nacional,actuario ,2020-12-07,nan,amanda paul,female,1950-11-15,71,ramos mejia,monica32@hotmail.com,1704
1234,universidad tecnológica nacional,agronomía,2020-09-10,nan,tiffany sanchez,female,2007-11-21,14,colonia california,jenkinsveronica@yahoo.com,3005
1235,universidad tecnológica nacional,actuario ,2021-01-30,nan,nicholas odonnell,male,1962-10-30,59,puesto de isla,varias@gmail.com,3487
1236,universidad tecnológica nacional,bioquímica,2021-01-26,nan,donna fernandez,female,2019-09-25,2,ambato,morenoemma@hotmail.com,4711
1237,universidad tecnológica nacional,ingeniería electrónica,2021-01-11,nan,barbara murphy,female,1948-04-21,74,cantera aguirre,eho@gmail.com,7000
1238,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-09,nan,courtney robinson,female,1917-12-20,104,estancia las gamas,stefanieerickson@hotmail.com,2723
1239,universidad tecnológica nacional,ciencias veterinarias,2020-12-19,nan,julie romero,female,1908-01-28,114,base aeronaval cmte espora,watsonmarie@yahoo.com,8107
1240,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-10-17,nan,michelle skinner,female,1915-05-22,107,la lucila,jcollier@gmail.com,1636
1241,universidad tecnológica nacional,licenciatura en sociología ,2021-01-20,nan,jonathan graham,male,1912-03-01,110,anta chica,hdalton@gmail.com,4187
1242,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-25,nan,brian fernandez,male,1936-11-19,85,general gutierrez,zlewis@yahoo.com,5511
1243,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-22,nan,jonathan hill,male,1982-05-10,40,17 de agosto,david89@hotmail.com,3338
1244,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-30,nan,mark holland,male,1960-10-03,61,alto huaco,martinezmichael@hotmail.com,5463
1245,universidad tecnológica nacional,bioquímica,2020-12-06,nan,charles perry,male,1927-09-27,94,arañita,xberry@hotmail.com,3423
1246,universidad tecnológica nacional,bioquímica,2020-09-13,nan,nicholas young,male,2000-05-07,22,colhue huapi,justin52@yahoo.com,9021
1247,universidad tecnológica nacional,actuario ,2020-11-08,nan,caleb griffin,male,2011-01-21,11,estacion christophersen,qchan@gmail.com,2611
1248,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-24,nan,fernando reed,male,1940-10-18,81,girodias,jake86@gmail.com,6407
